"49    Rahmatgonj MFS - Sheikh Jamal
Name: Match, dtype: object",12BET,3.50,1.95,3.00
"49    Rahmatgonj MFS - Sheikh Jamal
Name: Match, dtype: object",188BET,3.60,1.95,3.00
"49    Rahmatgonj MFS - Sheikh Jamal
Name: Match, dtype: object",18bet,3.68,2.05,2.94
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",10Bet,2.35,2.05,4.30
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",12BET,2.50,2.10,4.40
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",188BET,2.40,2.10,4.50
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",18bet,2.50,2.10,4.60
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",888sport,2.40,2.05,4.50
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",Asianodds,2.45,2.12,4.50
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",bet-at-home,2.43,2.13,4.60
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",bet365,2.50,2.20,4.64
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",Betfair,2.45,2.07,4.40
"50    Vitebsk - Energetik-BGU
Name: Match, dtype: object",Bethard,2.30,2.17,5.00
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",10Bet,4.20,1.87,2.80
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",12BET,4.60,1.87,2.80
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",188BET,4.50,1.90,2.75
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",18bet,4.80,1.83,2.88
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",888sport,4.50,1.83,2.88
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",Asianodds,4.50,1.88,2.90
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",bet-at-home,4.70,1.97,2.65
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",bet365,4.49,1.96,2.95
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",Betfair,4.20,1.89,2.82
"51    Zhodino - Shakhtyor Soligorsk
Name: Match, dtype: object",Bethard,4.40,1.84,3.05
"53    Vitebsk - Shakhtyor Soligorsk
Name: Match, dtype: object",BoyleSports,3.80,1.91,3.00
"53    Vitebsk - Shakhtyor Soligorsk
Name: Match, dtype: object",eFortuna.pl,4.10,2.03,2.76
"54    Kortrijk - Charleroi
Name: Match, dtype: object",10Bet,2.75,2.15,3.45
"54    Kortrijk - Charleroi
Name: Match, dtype: object",12BET,2.85,2.15,3.60
"54    Kortrijk - Charleroi
Name: Match, dtype: object",188BET,2.87,2.20,3.50
"54    Kortrijk - Charleroi
Name: Match, dtype: object",18bet,2.80,2.10,3.50
"54    Kortrijk - Charleroi
Name: Match, dtype: object",888sport,2.80,2.10,3.50
"54    Kortrijk - Charleroi
Name: Match, dtype: object",Asianodds,2.80,2.20,3.50
"54    Kortrijk - Charleroi
Name: Match, dtype: object",bet-at-home,2.81,2.20,3.70
"54    Kortrijk - Charleroi
Name: Match, dtype: object",bet365,2.93,2.33,3.67
"54    Kortrijk - Charleroi
Name: Match, dtype: object",Betfair,2.89,1.99,3.70
"54    Kortrijk - Charleroi
Name: Match, dtype: object",Betfred,2.85,2.16,3.60
"56    Thes Sport - Deinze
Name: Match, dtype: object",18bet,4.10,2.30,2.30
"56    Thes Sport - Deinze
Name: Match, dtype: object",888sport,4.60,2.38,2.18
"60    Velez Mostar - NK Vitez
Name: Match, dtype: object",18bet,1.36,3.50,11.00
"61    Zivinice - Olimpic Sarajevo
Name: Match, dtype: object",18bet,5.50,2.30,2.05
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",10Bet,7.25,2.35,1.74
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",12BET,8.50,2.35,1.79
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",188BET,9.00,2.40,1.80
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",18bet,10.00,2.40,1.80
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",888sport,8.50,2.25,1.80
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",Asianodds,8.25,2.40,1.75
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",bet-at-home,8.30,2.43,1.78
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",bet365,8.33,2.53,1.82
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",Betfair,7.20,2.35,1.80
"65    Sampaio Correa - Palmeiras
Name: Match, dtype: object",Bethard,7.50,2.55,1.72
"66    Juventude - Gremio
Name: Match, dtype: object",10Bet,5.75,2.05,2.15
"66    Juventude - Gremio
Name: Match, dtype: object",12BET,6.00,2.05,2.25
"66    Juventude - Gremio
Name: Match, dtype: object",188BET,7.00,2.05,2.20
"66    Juventude - Gremio
Name: Match, dtype: object",18bet,6.50,2.10,2.25
"66    Juventude - Gremio
Name: Match, dtype: object",888sport,6.50,1.95,2.20
"66    Juventude - Gremio
Name: Match, dtype: object",Asianodds,6.50,2.03,2.17
"66    Juventude - Gremio
Name: Match, dtype: object",bet-at-home,7.00,2.09,2.12
"66    Juventude - Gremio
Name: Match, dtype: object",bet365,6.52,2.17,2.21
"66    Juventude - Gremio
Name: Match, dtype: object",Betfair,5.20,2.09,2.22
"66    Juventude - Gremio
Name: Match, dtype: object",Bethard,6.00,2.05,2.18
"67    Sao Paulo - Bahia
Name: Match, dtype: object",10Bet,2.55,1.91,5.00
"67    Sao Paulo - Bahia
Name: Match, dtype: object",12BET,2.60,1.90,5.25
"67    Sao Paulo - Bahia
Name: Match, dtype: object",188BET,2.62,1.95,5.50
"67    Sao Paulo - Bahia
Name: Match, dtype: object",18bet,2.63,1.90,5.75
"67    Sao Paulo - Bahia
Name: Match, dtype: object",888sport,2.60,1.83,5.50
"67    Sao Paulo - Bahia
Name: Match, dtype: object",Asianodds,2.50,1.93,5.25
"67    Sao Paulo - Bahia
Name: Match, dtype: object",bet-at-home,2.58,1.88,5.75
"67    Sao Paulo - Bahia
Name: Match, dtype: object",bet365,2.68,1.96,5.38
"67    Sao Paulo - Bahia
Name: Match, dtype: object",Betfair,2.60,1.90,4.80
"67    Sao Paulo - Bahia
Name: Match, dtype: object",Bethard,2.40,1.98,5.25
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",10Bet,2.75,1.95,3.85
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",12BET,2.75,2.00,4.00
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",188BET,2.87,2.05,4.00
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",18bet,2.63,1.95,4.33
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",888sport,2.90,1.91,3.80
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",Asianodds,2.68,2.04,4.25
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",bet-at-home,2.89,1.95,3.85
"72    Septemvri Sofia - Dunav Ruse
Name: Match, dtype: object",bet365,2.75,2.07,4.00
"73    Etar - Slavia Sofia
Name: Match, dtype: object",888sport,3.25,2.00,3.75
"73    Etar - Slavia Sofia
Name: Match, dtype: object",bet-at-home,3.10,1.87,3.80
"73    Etar - Slavia Sofia
Name: Match, dtype: object",bet365,3.16,1.92,3.82
"73    Etar - Slavia Sofia
Name: Match, dtype: object",Betfair,3.15,1.96,3.80
"74    Union Douala - Bafang
Name: Match, dtype: object",18bet,2.60,1.83,5.50
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",10Bet,2.25,2.00,5.50
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",12BET,2.30,2.05,6.00
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",18bet,2.25,2.05,6.50
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",888sport,2.20,2.00,6.25
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",Asianodds,2.25,1.91,6.50
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",bet-at-home,2.20,1.98,6.25
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",bet365,2.16,2.02,7.40
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",Betfair,2.33,2.06,6.25
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",Betfred,2.24,2.11,5.00
"83    America De Cali - U. Magdalena
Name: Match, dtype: object",Bethard,2.20,2.02,6.50
"84    Millonarios - Dep. Pasto
Name: Match, dtype: object",18bet,2.10,2.15,6.25
"84    Millonarios - Dep. Pasto
Name: Match, dtype: object",888sport,2.10,2.20,6.50
"84    Millonarios - Dep. Pasto
Name: Match, dtype: object",bet-at-home,2.10,2.10,6.00
"84    Millonarios - Dep. Pasto
Name: Match, dtype: object",bet365,2.10,2.05,6.00
"84    Millonarios - Dep. Pasto
Name: Match, dtype: object",Betfair,2.12,2.22,5.85
"84    Millonarios - Dep. Pasto
Name: Match, dtype: object",Betfred,2.07,2.28,5.75
"85    Deportes Tolima - Junior
Name: Match, dtype: object",18bet,3.15,1.90,3.90
"85    Deportes Tolima - Junior
Name: Match, dtype: object",888sport,3.20,1.95,4.00
"85    Deportes Tolima - Junior
Name: Match, dtype: object",bet-at-home,3.10,1.85,3.90
"85    Deportes Tolima - Junior
Name: Match, dtype: object",bet365,3.10,1.83,4.00
"85    Deportes Tolima - Junior
Name: Match, dtype: object",Betfair,2.96,1.97,4.05
"85    Deportes Tolima - Junior
Name: Match, dtype: object",Betfred,3.10,1.95,3.90
"86    Dep. Cali - Atl. Nacional
Name: Match, dtype: object",18bet,2.95,1.87,4.40
"86    Dep. Cali - Atl. Nacional
Name: Match, dtype: object",888sport,3.00,1.90,4.50
"86    Dep. Cali - Atl. Nacional
Name: Match, dtype: object",bet-at-home,2.90,1.83,4.33
"86    Dep. Cali - Atl. Nacional
Name: Match, dtype: object",bet365,3.00,1.80,4.20
